Symbol,Name,Sector,Industry,Exchange,,,TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing,NASDAQ
OIIM,O2Micro International Limited,Technology,Semiconductors,NASDAQ,,,,,,,
OVLY,Oak Valley Bancorp (CA),Finance,Major Banks,NASDAQ,,,,,,,
OCSL,Oaktree Specialty Lending Corporation,n/a,n/a,NASDAQ,,,,,,,
OCSLL,Oaktree Specialty Lending Corporation,n/a,n/a,NASDAQ,,,,,,,
OCSI,Oaktree Strategic Income Corporation,n/a,n/a,NASDAQ,,,,,,,
OASM,Oasmia Pharmaceutical AB,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OBLN,"Obalon Therapeutics, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
OBSV,ObsEva SA,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OBCI,"Ocean Bio-Chem, Inc.",Consumer Durables,Specialty Chemicals,NASDAQ,,,,,,,
OPTT,"Ocean Power Technologies, Inc.",Public Utilities,Electric Utilities: Central,NASDAQ,,,,,,,
ORIG,Ocean Rig UDW Inc.,Energy,Oil & Gas Production,NASDAQ,,,,,,,
OCFC,OceanFirst Financial Corp.,Finance,Savings Institutions,NASDAQ,,,,,,,
OCLR,"Oclaro, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
OFED,Oconee Federal Financial Corp.,Finance,Savings Institutions,NASDAQ,,,,,,,
OCUL,"Ocular Therapeutix, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
ODT,"Odonate Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OMEX,"Odyssey Marine Exploration, Inc.",Consumer Services,Marine Transportation,NASDAQ,,,,,,,
ODP,"Office Depot, Inc.",Consumer Services,Other Specialty Stores,NASDAQ,,,,,,,
OFS,OFS Capital Corporation,n/a,n/a,NASDAQ,,,,,,,
OFSSL,OFS Capital Corporation,n/a,n/a,NASDAQ,,,,,,,
OHAI,OHA Investment Corporation,n/a,n/a,NASDAQ,,,,,,,
OVBC,Ohio Valley Banc Corp.,Finance,Major Banks,NASDAQ,,,,,,,
OHRP,"Ohr Pharmaceutical, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OKTA,"Okta, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
ODFL,"Old Dominion Freight Line, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ,,,,,,,
OLBK,"Old Line Bancshares, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
ONB,Old National Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
OPOF,Old Point Financial Corporation,Finance,Major Banks,NASDAQ,,,,,,,
OSBC,"Old Second Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
OSBCP,"Old Second Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",Consumer Services,Department/Specialty Retail Stores,NASDAQ,,,,,,,
ZEUS,"Olympic Steel, Inc.",Basic Industries,Metal Fabrications,NASDAQ,,,,,,,
OFLX,"Omega Flex, Inc.",Capital Goods,Industrial Specialties,NASDAQ,,,,,,,
OMER,Omeros Corporation,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OMCL,"Omnicell, Inc.",Technology,Computer Manufacturing,NASDAQ,,,,,,,
ON,ON Semiconductor Corporation,Technology,Semiconductors,NASDAQ,,,,,,,
OTIV,On Track Innovations Ltd,Technology,Semiconductors,NASDAQ,,,,,,,
ONS,"Oncobiologics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
ONSIW,"Oncobiologics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
ONCY,Oncolytics Biotech Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OMED,"OncoMed Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
ONTX,"Onconova Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
ONTXW,"Onconova Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
ONCS,OncoSec Medical Incorporated,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OHGI,"One Horizon Group, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,,,,,,,
OSS,"One Stop Systems, Inc.",Technology,Computer Manufacturing,NASDAQ,,,,,,,
OSPN,OneSpan Inc.,Technology,EDP Services,NASDAQ,,,,,,,
OPBK,OP Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
OTEX,Open Text Corporation,Technology,EDP Services,NASDAQ,,,,,,,
OPRA,Opera Limited,n/a,n/a,NASDAQ,,,,,,,
OPES,Opes Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
OPESU,Opes Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
OPESW,Opes Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
OPGN,"OpGen, Inc.",Health Care,Medical Specialities,NASDAQ,,,,,,,
OPGNW,"OpGen, Inc.",Health Care,Medical Specialities,NASDAQ,,,,,,,
OPHT,Ophthotech Corporation,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OPNT,"Opiant Pharmaceuticals, Inc.",Basic Industries,Precious Metals,NASDAQ,,,,,,,
OPK,"Opko Health, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OBAS,Optibase Ltd.,Finance,Real Estate,NASDAQ,,,,,,,
OCC,Optical Cable Corporation,Basic Industries,Telecommunications Equipment,NASDAQ,,,,,,,
OPRX,OptimizeRx Corporation,Miscellaneous,Business Services,NASDAQ,,,,,,,
OPHC,"OptimumBank Holdings, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
OPTN,"OptiNose, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OPB,Opus Bank,n/a,n/a,NASDAQ,,,,,,,
ORMP,Oramed Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OSUR,"OraSure Technologies, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
ORBC,ORBCOMM Inc.,Consumer Services,Telecommunications Equipment,NASDAQ,,,,,,,
ORBK,Orbotech Ltd.,Capital Goods,Industrial Machinery/Components,NASDAQ,,,,,,,
ORLY,"O&#39;Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,NASDAQ,,,,,,,
ONVO,"Organovo Holdings, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
ORGS,Orgenesis Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
SEED,Origin Agritech Limited,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ,,,,,,,
OBNK,"Origin Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
OESX,"Orion Energy Systems, Inc.",Consumer Durables,Building Products,NASDAQ,,,,,,,
ORIT,Oritani Financial Corp.,Finance,Major Banks,NASDAQ,,,,,,,
ORRF,Orrstown Financial Services Inc,Finance,Major Banks,NASDAQ,,,,,,,
OFIX,Orthofix Medical Inc. ,Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
KIDS,OrthoPediatrics Corp.,Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
OSIS,"OSI Systems, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
OSIR,"Osiris Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
OSN,"Ossen Innovation Co., Ltd.",Basic Industries,Steel/Iron Ore,NASDAQ,,,,,,,
OTEL,Otelco Inc.,Public Utilities,Telecommunications Equipment,NASDAQ,,,,,,,
OTG,"OTG EXP, Inc.",n/a,n/a,NASDAQ,,,,,,,
OTIC,"Otonomy, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OTTW,"Ottawa Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
OTTR,Otter Tail Corporation,Public Utilities,Electric Utilities: Central,NASDAQ,,,,,,,
OVAS,OvaScience Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OSTK,"Overstock.com, Inc.",Consumer Services,Catalog/Specialty Distribution,NASDAQ,,,,,,,
OVID,Ovid Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
OXBR,Oxbridge Re Holdings Limited,Finance,Property-Casualty Insurers,NASDAQ,,,,,,,
OXBRW,Oxbridge Re Holdings Limited,Finance,Property-Casualty Insurers,NASDAQ,,,,,,,
OXFD,Oxford Immunotec Global PLC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,,,,,,,
OXLC,Oxford Lane Capital Corp.,n/a,n/a,NASDAQ,,,,,,,
OXLCM,Oxford Lane Capital Corp.,n/a,n/a,NASDAQ,,,,,,,
OXLCO,Oxford Lane Capital Corp.,n/a,n/a,NASDAQ,,,,,,,
OXSQ,Oxford Square Capital Corp.,n/a,n/a,NASDAQ,,,,,,,
OXSQL,Oxford Square Capital Corp.,n/a,n/a,NASDAQ,,,,,,,
PFIN,"P & F Industries, Inc.",Technology,Industrial Machinery/Components,NASDAQ,,,,,,,
PTSI,"P.A.M. Transportation Services, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ,,,,,,,
PCAR,PACCAR Inc.,Capital Goods,Auto Manufacturing,NASDAQ,,,,,,,
VETS,Pacer Military Times Best Employers ETF,n/a,n/a,NASDAQ,,,,,,,
PACB,"Pacific Biosciences of California, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ,,,,,,,
PCB,Pacific City Financial Corporation,Finance,Major Banks,NASDAQ,,,,,,,
PEIX,"Pacific Ethanol, Inc.",Basic Industries,Major Chemicals,NASDAQ,,,,,,,
PMBC,Pacific Mercantile Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
PPBI,Pacific Premier Bancorp Inc,Finance,Major Banks,NASDAQ,,,,,,,
PCRX,"Pacira Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PACW,PacWest Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
PTIE,"Pain Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PAAS,Pan American Silver Corp.,Basic Industries,Precious Metals,NASDAQ,,,,,,,
PANL,Pangaea Logistics Solutions Ltd.,Transportation,Marine Transportation,NASDAQ,,,,,,,
PZZA,"Papa John&#39;s International, Inc.",Consumer Services,Restaurants,NASDAQ,,,,,,,
FRSH,"Papa Murphy&#39;s Holdings, Inc.",Consumer Services,Restaurants,NASDAQ,,,,,,,
PRTK,"Paratek Pharmaceuticals, Inc. ",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PNRL,Paringa Resources Limited,n/a,n/a,NASDAQ,,,,,,,
PCYG,"Park City Group, Inc.",Technology,EDP Services,NASDAQ,,,,,,,
PKBK,"Parke Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
PKOH,Park-Ohio Holdings Corp.,Capital Goods,Industrial Specialties,NASDAQ,,,,,,,
PTNR,Partner Communications Company Ltd.,Public Utilities,Telecommunications Equipment,NASDAQ,,,,,,,
PBHC,"Pathfinder Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
PATK,"Patrick Industries, Inc.",Basic Industries,Forest Products,NASDAQ,,,,,,,
PNBK,Patriot National Bancorp Inc.,Finance,Major Banks,NASDAQ,,,,,,,
PATI,"Patriot Transportation Holding, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ,,,,,,,
PEGI,Pattern Energy Group Inc.,Public Utilities,Electric Utilities: Central,NASDAQ,,,,,,,
PDCO,"Patterson Companies, Inc.",Health Care,Medical Specialities,NASDAQ,,,,,,,
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Production,NASDAQ,,,,,,,
PAVM,PAVmed Inc.,Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
PAVMW,PAVmed Inc.,Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
PAVMZ,PAVmed Inc.,Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
PAYX,"Paychex, Inc.",Consumer Services,Diversified Commercial Services,NASDAQ,,,,,,,
PCTY,Paylocity Holding Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
PYDS,"Payment Data Systems, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ,,,,,,,
PYPL,"PayPal Holdings, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
PBBI,"PB Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
CNXN,"PC Connection, Inc.",Consumer Services,Catalog/Specialty Distribution,NASDAQ,,,,,,,
PCMI,"PCM, Inc.",Consumer Services,Catalog/Specialty Distribution,NASDAQ,,,,,,,
PCSB,PCSB Financial Corporation,Finance,Banks,NASDAQ,,,,,,,
PCTI,"PC-Tel, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,,,,,,,
PDCE,"PDC Energy, Inc.",Energy,Oil & Gas Production,NASDAQ,,,,,,,
PDFS,"PDF Solutions, Inc.",Technology,EDP Services,NASDAQ,,,,,,,
PDLI,"PDL BioPharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
PDLB,PDL Community Bancorp,Finance,Savings Institutions,NASDAQ,,,,,,,
PDVW,"pdvWireless, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,,,,,,,
SKIS,"Peak Resorts, Inc.",Consumer Services,Hotels/Resorts,NASDAQ,,,,,,,
PGC,Peapack-Gladstone Financial Corporation,Finance,Commercial Banks,NASDAQ,,,,,,,
PEGA,Pegasystems Inc.,Technology,EDP Services,NASDAQ,,,,,,,
PENN,"Penn National Gaming, Inc.",Consumer Services,Hotels/Resorts,NASDAQ,,,,,,,
PVAC,Penn Virginia Corporation,Energy,Oil & Gas Production,NASDAQ,,,,,,,
PFLT,PennantPark Floating Rate Capital Ltd.,n/a,n/a,NASDAQ,,,,,,,
PNNT,PennantPark Investment Corporation,n/a,n/a,NASDAQ,,,,,,,
PWOD,"Penns Woods Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
WRLS,Pensare Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
WRLSR,Pensare Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
WRLSU,Pensare Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
WRLSW,Pensare Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
PEBO,Peoples Bancorp Inc.,Finance,Major Banks,NASDAQ,,,,,,,
PEBK,"Peoples Bancorp of North Carolina, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
PFIS,Peoples Financial Services Corp. ,Finance,Major Banks,NASDAQ,,,,,,,
PBCT,"People&#39;s United Financial, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
PBCTP,"People&#39;s United Financial, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
PUB,People&#39;s Utah Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
PEP,"Pepsico, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ,,,,,,,
PRCP,"Perceptron, Inc.",Capital Goods,Electronic Components,NASDAQ,,,,,,,
PRFT,"Perficient, Inc.",Technology,EDP Services,NASDAQ,,,,,,,
PFMT,Performant Financial Corporation,Consumer Services,Other Consumer Services,NASDAQ,,,,,,,
PERI,Perion Network Ltd,Technology,EDP Services,NASDAQ,,,,,,,
PESI,"Perma-Fix Environmental Services, Inc.",Basic Industries,Environmental Services,NASDAQ,,,,,,,
PPIH,"Perma-Pipe International Holdings, Inc.",Capital Goods,Pollution Control Equipment,NASDAQ,,,,,,,
PTX,"Pernix Therapeutics Holdings, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PERY,Perry Ellis International Inc.,Consumer Non-Durables,Apparel,NASDAQ,,,,,,,
PGLC,Pershing Gold Corporation,Basic Industries,Precious Metals,NASDAQ,,,,,,,
PETQ,"PetIQ, Inc.",Health Care,Other Pharmaceuticals,NASDAQ,,,,,,,
PETS,"PetMed Express, Inc.",Health Care,Medical/Nursing Services,NASDAQ,,,,,,,
PFSW,"PFSweb, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
PGTI,"PGT Innovations, Inc.",Capital Goods,Building Products,NASDAQ,,,,,,,
PHII,"PHI, Inc.",Transportation,Transportation Services,NASDAQ,,,,,,,
PHIIK,"PHI, Inc.",Transportation,Transportation Services,NASDAQ,,,,,,,
PAHC,Phibro Animal Health Corporation,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PLAB,"Photronics, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
PICO,PICO Holdings Inc.,Finance,Real Estate,NASDAQ,,,,,,,
PLLL,Piedmont Lithium Limited,n/a,n/a,NASDAQ,,,,,,,
PIRS,"Pieris Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ,,,,,,,
PPC,Pilgrim&#39;s Pride Corporation,Consumer Non-Durables,Meat/Poultry/Fish,NASDAQ,,,,,,,
PDD,Pinduoduo Inc.,Miscellaneous,Business Services,NASDAQ,,,,,,,
PME,Pingtan Marine Enterprise Ltd.,n/a,n/a,NASDAQ,,,,,,,
PNK,"Pinnacle Entertainment, Inc.",Consumer Services,Hotels/Resorts,NASDAQ,,,,,,,
PNFP,"Pinnacle Financial Partners, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
PPSI,"Pioneer Power Solutions, Inc.",Consumer Durables,Electrical Products,NASDAQ,,,,,,,
PXLW,"Pixelworks, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
EAGL,Platinum Eagle Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
EAGLU,Platinum Eagle Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
EAGLW,Platinum Eagle Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
PLYA,Playa Hotels & Resorts N.V.,Consumer Services,Hotels/Resorts,NASDAQ,,,,,,,
PLXS,Plexus Corp.,Technology,Electrical Products,NASDAQ,,,,,,,
PLUG,"Plug Power, Inc.",Energy,Industrial Machinery/Components,NASDAQ,,,,,,,
PLBC,Plumas Bancorp,Finance,Finance Companies,NASDAQ,,,,,,,
PS,"Pluralsight, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,,,,,,,
PSTI,"Pluristem Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
PLXP,PLx Pharma Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PBSK,"Poage Bankshares, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
PNTR,Pointer Telocation Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,,,,,,,
PCOM,"Points International, Ltd.",Miscellaneous,Business Services,NASDAQ,,,,,,,
POLA,"Polar Power, Inc.",Miscellaneous,Industrial Machinery/Components,NASDAQ,,,,,,,
PTE,"PolarityTE, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
POLY,PolyPid Ltd.,n/a,n/a,NASDAQ,,,,,,,
POOL,Pool Corporation,Consumer Durables,Industrial Specialties,NASDAQ,,,,,,,
POPE,Pope Resources,Consumer Non-Durables,Environmental Services,NASDAQ,,,,,,,
BPOP,"Popular, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
BPOPM,"Popular, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
BPOPN,"Popular, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
PTLA,"Portola Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PBPB,Potbelly Corporation,Consumer Services,Restaurants,NASDAQ,,,,,,,
PCH,PotlatchDeltic Corporation,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
POWL,"Powell Industries, Inc.",Consumer Durables,Electrical Products,NASDAQ,,,,,,,
POWI,"Power Integrations, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
PRAA,"PRA Group, Inc.",Finance,Finance: Consumer Services,NASDAQ,,,,,,,
PRAH,"PRA Health Sciences, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ,,,,,,,
PRAN,Prana Biotechnology Ltd,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PRPO,"Precipio, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ,,,,,,,
AIPT,Precision Therapeutics Inc.,Health Care,Industrial Specialties,NASDAQ,,,,,,,
PFBC,Preferred Bank,n/a,n/a,NASDAQ,,,,,,,
PLPC,Preformed Line Products Company,Basic Industries,Water Supply,NASDAQ,,,,,,,
PFBI,"Premier Financial Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
PINC,"Premier, Inc.",Consumer Services,Other Consumer Services,NASDAQ,,,,,,,
LENS,Presbia PLC,Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
PSDO,"Presidio, Inc.",Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ,,,,,,,
PBIO,"Pressure BioSciences, Inc.",n/a,n/a,NASDAQ,,,,,,,
PRGX,"PRGX Global, Inc.",Consumer Services,Diversified Commercial Services,NASDAQ,,,,,,,
PSMT,"PriceSmart, Inc.",Consumer Services,Department/Specialty Retail Stores,NASDAQ,,,,,,,
PNRG,PrimeEnergy Corporation,Energy,Oil & Gas Production,NASDAQ,,,,,,,
PRMW,Primo Water Corporation,Consumer Non-Durables,Food Distributors,NASDAQ,,,,,,,
PRIM,Primoris Services Corporation,Basic Industries,Water Supply,NASDAQ,,,,,,,
PVAL,Principal Contrarian Value Index ETF,n/a,n/a,NASDAQ,,,,,,,
PFG,Principal Financial Group Inc,Finance,Accident &Health Insurance,NASDAQ,,,,,,,
BTEC,Principal Healthcare Innovators Index ETF,n/a,n/a,NASDAQ,,,,,,,
PXUS,Principal International Multi-Factor Index ETF,n/a,n/a,NASDAQ,,,,,,,
GENY,Principal Millennials Index ETF,n/a,n/a,NASDAQ,,,,,,,
PSET,Principal Price Setters Index ETF,n/a,n/a,NASDAQ,,,,,,,
PY,Principal Shareholder Yield Index ETF,n/a,n/a,NASDAQ,,,,,,,
PMOM,Principal Sustainable Momentum Index ETF,n/a,n/a,NASDAQ,,,,,,,
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,n/a,n/a,NASDAQ,,,,,,,
PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,n/a,n/a,NASDAQ,,,,,,,
PRNB,Principia Biopharma Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PRTH,"Priority Technology Holdings, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
PRTHU,"Priority Technology Holdings, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
PRTHW,"Priority Technology Holdings, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
PDEX,"Pro-Dex, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
IPDN,"Professional Diversity Network, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,,,,,,,
PFIE,"Profire Energy, Inc.",Energy,Metal Fabrications,NASDAQ,,,,,,,
PGNX,Progenics Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PRGS,Progress Software Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
LUNG,"ProLung, Inc.",n/a,n/a,NASDAQ,,,,,,,
PFPT,"Proofpoint, Inc.",Technology,EDP Services,NASDAQ,,,,,,,
PRPH,"ProPhase Labs, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PRQR,ProQR Therapeutics N.V.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
EQRR,ProShares Equities for Rising Rates ETF,n/a,n/a,NASDAQ,,,,,,,
BIB,ProShares Ultra Nasdaq Biotechnology,n/a,n/a,NASDAQ,,,,,,,
UBIO,Proshares UltraPro Nasdaq Biotechnology,n/a,n/a,NASDAQ,,,,,,,
TQQQ,ProShares UltraPro QQQ,n/a,n/a,NASDAQ,,,,,,,
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,n/a,n/a,NASDAQ,,,,,,,
SQQQ,ProShares UltraPro Short QQQ,n/a,n/a,NASDAQ,,,,,,,
BIS,ProShares UltraShort Nasdaq Biotechnology,n/a,n/a,NASDAQ,,,,,,,
PSEC,Prospect Capital Corporation,n/a,n/a,NASDAQ,,,,,,,
PTGX,"Protagonist Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PTVCA,Protective Insurance Corporation,Finance,Property-Casualty Insurers,NASDAQ,,,,,,,
PTVCB,Protective Insurance Corporation,Finance,Property-Casualty Insurers,NASDAQ,,,,,,,
PRTO,"Proteon Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
PTI,"Proteostasis Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PRTA,Prothena Corporation plc,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PRVB,"Provention Bio, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PVBC,"Provident Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
PROV,"Provident Financial Holdings, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
PBIP,"Prudential Bancorp, Inc.",Finance,Banks,NASDAQ,,,,,,,
PMD,Psychemedics Corporation,Health Care,Medical Specialities,NASDAQ,,,,,,,
PTC,PTC Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
PTCT,"PTC Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PULM,"Pulmatrix, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PLSE,"Pulse Biosciences, Inc",Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
PBYI,Puma Biotechnology Inc,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
PACQ,Pure Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
PACQU,Pure Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
PACQW,Pure Acquisition Corp.,Finance,Business Services,NASDAQ,,,,,,,
PCYO,Pure Cycle Corporation,Public Utilities,Water Supply,NASDAQ,,,,,,,
PRPL,"Purple Innovation, Inc.",Consumer Durables,Home Furnishings,NASDAQ,,,,,,,
PRPLW,"Purple Innovation, Inc.",Consumer Durables,Home Furnishings,NASDAQ,,,,,,,
PXS,Pyxis Tankers Inc.,Transportation,Marine Transportation,NASDAQ,,,,,,,
QADA,QAD Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
QADB,QAD Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
QCRH,"QCR Holdings, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
QGEN,Qiagen N.V.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
QIWI,QIWI plc,Miscellaneous,Business Services,NASDAQ,,,,,,,
QRVO,"Qorvo, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
QCOM,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,,,,,,,
QBAK,Qualstar Corporation,Technology,Electronic Components,NASDAQ,,,,,,,
